"ID","Data_paper","Data_paper_ID","Site","Subsite","Latitude","Longitude","LatLonAdjusted","Country","MAT_C","MAP_mm","Biome","Soil_N","Soil_pH","Soil_CEC","Soil_sand_pct","Soil_silt_pct","Soil_clay_pct","Soil_texture_index","Forest_age","Successional_stage","Forest_age_group","Forest_description","Disturbance_note","Dominant_species","Leaf_type","Sampling_interval","Sampling_duration","Sampling_area_ha","Sampling_frequency","Trap_area_m2","N_Traps","Leaf_flux_Mghayr","Repro_flux_Mghayr","R..R.L.","Primary_Reference","Supplementary_References","Site_soil_total_P","Site_soil_N","Site_soil_pH","Site_soil_CEC","Site_soil_sand","Site_soil_clay","Site_soil_silt","Reference_soils","site_soil_data"
50,NA,NA,"D07_OAK_RIDGE","OAK_RIDGE",35.964128,-84.282588,0,"USA",13.8791666,1233,"Temperate",1.091666667,5.05,9.066666667,31.46666667,38.26666667,20.91666667,0.408382495,NA,"secondary","mid","Deciduous Forest, Evergreen Forest, Pasture/Hay","Manhattan project, hazardous waste remediation ongoing, forest disturbance not described","chestnut oak (Quercus prinus), tulip poplar (Liriodendron tulipifera), shortleaf pine (Pinus echineta) and Virginia pine (Pinus virginiana)","broadleaf","2016-2022",7,9.6,"seasonal",0.5,40,4.916822823,0.698083113,0.124326769,"NEON, 2024","",NA,1.32,5.54,8.16,26.62,16.69,56.69,"NEON et al., 2023",1
51,NA,NA,"D03_ORDWAY-SWISHER_BIO_STATION","ORDWAY-SWISHER_BIO_STATION",29.689282,-81.993431,0,"USA",20.45833397,1298,"Temperate",0.981666667,5,4.666666667,95.21666667,2.4,1.55,4.117900066,NA,"secondary","mid","Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands","agricutural use since late 1800's, formerly owned by Nature Conservancy (year not given), controlled burns","pine and turkey oak (Quercus laevis)","mixed","2016-2022",7,11.76,"seasonal",0.5,76,1.690318413,0.121688056,0.067156524,"NEON, 2024","",NA,0.03,5.71,0.67,97.44,0.94,1.62,"NEON et al., 2023",1
52,NA,NA,"D20_PUU_MAKAALA_NAT_AREA_RES","PUU_MAKAALA_NAT_AREA_RES",19.55309,-155.31731,0,"USA",13.05000019,1970,"Tropical",2.713333333,4.8,14.75,36.38333333,24.75,23.81666667,0.423725179,NA,"secondary","mid","Evergreen Forest","Hawaiian bird hunting, timber, medicinal plant gathering, recent use of parts of reserve for logging, ranching, reserve dedicated to conservation in 2005 (ungulate fencing, predator control, noxious weed treatment to preserve sp. from invaders)","ʻōhiʻa, (Metrosideros polymorpha), hapu‘u tree ferns (Cibotium glaucum and Cibotium menziesii)","broadleaf","2019-2022",4,1.6,"seasonal",0.5,20,3.26563288,0.138767786,0.040761297,"NEON, 2024","",NA,14.65,5.41,62.35,54.6,15.4,30,"NEON et al., 2023",1
53,NA,NA,"D10_RMNP","RMNP",40.275903,-105.54596,0,"USA",3.066666603,492,"Temperate",1.318333333,5.45,12.55,66.65,21.5,7.25,2.218453578,100,"secondary","old","Evergreen Forest","Inhabited by Ute Tribe in 1700's, 1800's ranchers and gold miners, known for landscapes, wildlife by early 1900's (disturbance via logging or other resource extraction not described","ponderosa pine (Pinus ponderosa), juniper (Juniperus sp.), and Douglas fir (Pseudotsuga menziesii)","needleleaf","2018-2022",5,3.6,"seasonal",0.5,18,1.1159927,0.141649781,0.112631199,"NEON, 2024","",NA,4.3,6.07,18.97,72.13,9.63,18.23,"NEON et al., 2023",1
54,NA,NA,"D02_SMITH_CONSERV_BIO_INST","SMITH_CONSERV_BIO_INST",38.892925,-78.139494,0,"USA",11.47916698,1041,"Temperate",1.426666667,4.633333333,10.05,22.58333333,45,19.35,0.154519752,60,"secondary","mid","Deciduous Forest, Evergreen Forest, Pasture/Hay","purchased by US gov in 1911, at that point farmland and pasture, Smithsonian aquired in 1973; some forest is > 100 years old, other sections are young <40 years old","oak (Quercus spp.), hickory (Carya spp.), ash (Fraxinus spp.) in old growth (> 100 years), young forests (<40 yr) consist primarily of white ash (Fraxinus americana), black locust (Robinia pseudoacacia), and dogwood (Cornus spp.)","broadleaf","2016-2022",7,9.6,"seasonal",0.5,43,4.770814442,1.054385812,0.181004217,"NEON, 2024","",NA,2.37,6.33,14.74,17.14,30.53,52.34,"NEON et al., 2023",1
55,NA,NA,"D02_SMITH_ENV_RESEARCH_CENTER","SMITH_ENV_RESEARCH_CENTER",38.890131,-76.560014,0,"USA",13.15833378,1101,"Temperate",1.331666667,4.5,11.83333333,31.38333333,36.25,24.78333333,0.236105582,50,"secondary","mid","Deciduous Forest, Cultivated Crops","farmed, left to Smithsonian Institiute in 1962","tulip poplar (Liriodendron tulipifera), American beech (Fagus grandifolia), and American sweetgum (Liquidambar styraciflua)","broadleaf","2016-2022",7,11.2,"seasonal",0.5,44,4.55124971,0.81584104,0.152008058,"NEON, 2024","",NA,1.32,5.99,10.71,61.45,12.69,25.85,"NEON et al., 2023",1
56,NA,NA,"D17_SAN_JOAQUIN EXPERIMENTAL_RANGE","SAN_JOAQUIN EXPERIMENTAL_RANGE",37.10878,-119.73228,0,"USA",16.54583359,569,"Temperate",0.643333333,5.9,5.65,73.61666667,16.96666667,6.866666667,2.372192662,90,"secondary","mid","Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","historical use not described, established as research station in 1934","oak woodland, with an overstory of evergreen oaks, gray pine, scattered manzanita and whitethorn shrubs","broadleaf","2017-2022",6,9.12,"seasonal",0.5,37,1.527663623,0.637562901,0.29445552,"NEON, 2024","",NA,0.51,5.69,3.87,79.02,5.44,15.54,"NEON et al., 2023",1
57,NA,NA,"D17_SOAPROOT_SADDLE","SOAPROOT_SADDLE",37.03337,-119.26219,0,"USA",13.10416698,833,"Temperate",1.313333333,6,17.2,54.03333333,27.45,17.21666667,1.143723233,NA,"secondary","mid","Evergreen Forest, Shrub/Scrub","historical use not described","Ponderosa pine (Pinus ponderosa) and incense cedar (Calocedrus decurrens)","mixed","2018-2022",5,8.64,"seasonal",0.5,38,1.362385031,0.339944942,0.199693918,"NEON, 2024","",NA,3.45,5.83,26.86,58.39,12.71,28.9,"NEON et al., 2023",1
58,NA,NA,"D05_STEIGERWALDT_LAND_SERVICES","STEIGERWALDT_LAND_SERVICES",45.50894,-89.58637,0,"USA",4.629166603,807,"Temperate",1.676666667,5.083333333,8.733333333,76.51666667,13.86666667,4.5,2.833431185,90,"secondary","mid","Deciduous Forest, Mixed Forest, Woody Wetlands","heavily logged 1800s to early 1900's, farmland until Great Depression, 1930's former ag land forfieted to government, reforested by CCC","northern hardwood trees (sugar maple, red maple, aspen, paper and river birch, beech, and oaks) with intermixed conifers (white pine, red pine, jack pine, white spruce, balsam fir and hemlock)","broadleaf","2016-2022",7,6.8,"seasonal",0.5,34,2.672109646,0.029934369,0.011078417,"NEON, 2024","",NA,1.54,5.15,9.55,50.33,9.11,40.57,"NEON et al., 2023",1
59,NA,NA,"D08_TALLADEGA_NF","TALLADEGA_NF",32.95047,-87.393259,0,"USA",16.8125,1453,"Temperate",0.718333333,4.9,6.883333333,52.35,19.23333333,12.83333333,1.405905985,90,"secondary","mid","Deciduous Forest, Evergreen Forest, Mixed Forest","Native American presence dates back 12,000 yr, logged extensively during 1800's post-Indian Removal Act, purchased by National Forest Comission for reseeding forests in 1935, fire management","longleaf pine (Pinus palustris) and loblolly pine (Pinus taeda), with mixed species of oak in the understory","needleleaf","2016-2022",7,11.48,"seasonal",0.5,41,4.073652051,0.222533756,0.051797982,"NEON, 2024","",NA,1.08,5.2,2.8,89.62,3.12,7.27,"NEON et al., 2023",1
60,NA,NA,"D17_TEAKETTLE_LOWER","TEAKETTLE_LOWER",37.00583,-119.00602,0,"USA",6.8125,862,"Temperate",1.471666667,5.9,12.76666667,76.83333333,15.31666667,5.166666667,2.699410839,85,"secondary","mid","Evergreen Forest, Shrub/Scrub","cattle grazing, fire surpression , designated for hydrological study in 1938, goal of developing timber harvesting techniques that would increase water yield","red and white ﬁr (Abies magniﬁca and Abies concolor), Jeﬀrey pine (Pinus jeﬀreyi), and lodgepole pine (Pinus contorta)","needleleaf","2020-2022",3,9.6,"seasonal",0.5,40,1.211434098,0.095098565,0.072786978,"NEON, 2024","",NA,1.71,5.63,13.39,79.66,2.77,17.56,"NEON et al., 2023",1
61,NA,NA,"D05_TREEHAVEN","TREEHAVEN",45.49369,-89.58571,0,"USA",4.704166889,808,"Temperate",1.646666667,5.033333333,8.616666667,72.03333333,21.88333333,4.05,2.878412094,50,"secondary","mid","Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","mid-1800's until 1930 heavily harvested and burned, farming and grazing until mid 1950's, in 1960's new ownership planned for sustainable timber harbest, 1979 donated to Universitiy of Wisconsin","black spruce (Picea mariana) and tamarack (Larix laricina)","broadleaf","2016-2021",6,NA,"seasonal",0.5,38,2.662027373,0.112791079,0.040648093,"NEON, 2024","",NA,1.32,5.47,7.42,72.95,6.3,20.75,"NEON et al., 2023",1
62,NA,NA,"D06_UNIVERSITY_KANSAS_FIELD_STATION","UNIVERSITY_KANSAS_FIELD_STATION",39.040431,-95.19215,0,"USA",12.38749981,995,"Temperate",2.365,6.2,22.25,4.15,48.98333333,46.3,-2.412033627,100,"secondary","old","Deciduous Forest, Pasture/Hay","16th century, the Otoe and Missouria tribes used for buffalo hunting, Euro-American settlers in 1850's cleared for farming, donated to University of Kansas in 1911, designated field site in 1946","white ash (Fraxinus americana) and hackberry (Celtis occidentalis)","mixed","2017-2022",6,11.2,"seasonal",0.5,41,3.828501886,0.362872871,0.086576098,"NEON, 2024","",NA,6.64,7.84,38.26,8.28,38.65,53.07,"NEON et al., 2023",1
63,NA,NA,"D05_UNDERC","UNDERC",46.23391,-89.537254,0,"USA",3.891666889,847,"Temperate",1.566666667,4.683333333,13.08333333,53.5,35.86666667,5.966666667,2.19349323,50,"secondary","mid","Deciduous Forest, Mixed Forest, Woody Wetlands","donated to University of Notre Dame in 1930, clearcutting until 1960, last logging operation 1968","red and sugar maple (Acer rubrum and saccharum), aspen (Populus tremuloides and P. grandidentata), and paper birch (Betula papyrifera)","broadleaf","2016-2021",6,6.8,"seasonal",0.5,35,3.020569941,0.080659182,0.026008779,"NEON, 2024","",NA,1.44,5.66,8.5,56.82,6,37.18,"NEON et al., 2023",1
64,NA,NA,"D16_WIND_RIVER_EXP_FOREST","WIND_RIVER_EXP_FOREST",45.82049,-121.95191,0,"USA",9.037500381,2008,"Temperate",3.175,5.466666667,24.63333333,38.65,46.46666667,8.433333333,1.522354668,450,"old-growth","old","Evergreen Forest","research began 1909, no previous use or disturbance described","Douglas fir (Pseudotsuga menziesii), western hemlock (Tsuga heterophylla), and Pacific silver fir (Abies amabilis)","needleleaf","2018-2022",5,9.6,"seasonal",0.5,45,1.495359522,0.051450721,0.033262465,"NEON, 2024","",NA,4.76,4.95,39.29,49.5,13.6,36.9,"NEON et al., 2023",1
65,NA,NA,"D12_YELLOWSTONE_NORTHERN_RANGE","YELLOWSTONE_NORTHERN_RANGE",44.95348,-110.53914,0,"USA",2.054166555,561,"Temperate",1.77,6.5,17.35,53.7,33.15,7.65,1.948707354,150,"old-growth","old","Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","inhabited up to 11,000 years ago by multiple Native Americans, degree of forest disturbance not described, National Park established 1872, managed fires, probably stands are older than date of park establishment","Lodgepole pine (Pinus contorta*), Douglas fir (Pseudotsuga menziesii)","needleleaf","2019-2022",4,6.4,"seasonal",0.5,32,0.254578185,0.029815573,0.104839055,"NEON, 2024","",NA,3.32,6.64,30.05,38.82,22.06,39.12,"NEON et al., 2023",1
66,NA,NA,"LUQUILLO","COLORADO",18.29,-65.78,0,"Puerto Rico",21.01250076,2043,"Tropical",2.831666667,4.8,17.53333333,15.41666667,40.01666667,36.11666667,-0.851305264,NA,"old-growth","old","lower montane wet, colorado foresst","undisturbed for at least 50 yrs","Cyrilla racemiflora","broadleaf","1981-1983",2,0.8,"two-week",0.25,40,5.05,0.23,0.043560606,"Weaver and Murphy, 1990","Lugo et al., 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,"LUQUILLO","TABONUCO",18.33,-65.82,0,"Puerto Rico",24.12083244,2192,"Tropical",3.131666667,5.016666667,18.15,15.01666667,27.35,56.86666667,-1.331548651,50,"secondary","mid","lower montane wet, tabonuco forest","logging, agriculture","Dacryodes excelsa","broadleaf","1981-1982",1,NA,NA,NA,NA,4.94,0.51,0.093577982,"Weaver and Murphy, 1990","Lugo et al., 2013",NA,NA,4.5,NA,29,51,21,"Lugo et al., 2013",1
68,NA,NA,"LUQUILLO","PALM",18.25,-65.77,0,"Puerto Rico",23.38750076,2199,"Tropical",3.063333333,4.883333333,16.15,10.76666667,28.91666667,50.58333333,-1.5471672,NA,"old-growth","old","lower montane wet, palm forest","""protected from human disturbance""","Prestoea montana","broadleaf","1980-1981",1,0.2525,"two-week",1,20,6.26,1.32,0.17414248,"Weaver and Murphy, 1990","Frangi and Lugo, 1985, Lugo et al., 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,"DANBULLA_STATE_FOREST","DANB1",-17.183333,145.6,0,"Australia",20.22500038,1670,"Tropical",1.766666667,5.1,8.866666667,41,19.15,33.33333333,0.207014169,NA,"secondary","mid","tropical rainforest","30 years prior to study heavily logged",NA,"broadleaf","1974-1975",1,0.25,"monthly",0.5,20,4.58,0.59,0.114119923,"Spain et al., 1984","",NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,"COBAN_FINCA_SEACTE","PLOT_1",15.5,-90.45,0,"Guatemala",18.17083359,2652,"Tropical",3.598333333,5.233333333,12.2,28.36666667,29.03333333,31.6,-0.107942374,NA,"old-growth","old","tropical rainforest",NA,NA,"broadleaf","1974-1976",2,0.1,"monthly",1,10,6.74,1.065,0.136450993,"Kunkel-Westphal and Kunkel, 1979","",NA,NA,4.266666667,NA,46.66666667,37.33333333,16,"Kunkel et al., 1979",1
71,NA,NA,"COBAN_FINCA_SEACTE","PLOT_2",15.5,-90.45,0,"Guatemala",18.17083359,2652,"Tropical",3.598333333,5.233333333,12.2,28.36666667,29.03333333,31.6,-0.107942374,NA,"old-growth","old","tropical rainforest",NA,NA,"broadleaf","1974-1976",2,0.1,"monthly",1,10,7.295,0.43,0.05566343,"Kunkel-Westphal and Kunkel, 1979","",NA,NA,5.433333333,NA,37.33333333,16.66666667,20,"Kunkel et al., 1979",1
72,NA,NA,"MEDIO_JURUA","VARZEA",-5.438611,-67.286667,0,"Brazil",26.19166565,2573,"Tropical",1.633333333,4.033333333,11.03333333,33,33.65,24.03333333,0.317065806,NA,"old-growth","old","white water amazonian floodplain forest",NA,"Fabaceae, Lecythidaceae and Sapotaceae","broadleaf","2009-2010",1,100,"biweekly",0.5,96,7.43,0.17,0.022368421,"Hawes et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,"MEDIO_JURUA","TERRA_FIRME",-5.438611,-67.286667,0,"Brazil",26.19166565,2573,"Tropical",1.633333333,4.033333333,11.03333333,33,33.65,24.03333333,0.317065806,NA,"old-growth","old","terra firme",NA,"Fabaceae, Lecythidaceae and Sapotaceae","broadleaf","2009-2010",1,100,"biweekly",0.5,96,8.27,0.33,0.038372093,"Hawes et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,"COMBU_ISLAND","TIDAL_FLOODPLAIN",-1.503,-48.465,0,"Brazil",26.29999924,2590,"Tropical",1.516666667,4.55,10.96666667,21.3,19.93333333,17.7,0.185142433,NA,"late-successional","mid","Amazon tidal floodplain and seasonally flooded forest","seasonal flooding, no anthropogenic disturbances in previous 60 yrs",NA,"broadleaf","1989-1990",1,1,"monthly",1,30,8.7,2.5,0.223214286,"Cattanio et al., 2004","",NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,"MARACA_RORAIMA","EVERGREEN",-3.8,-69.8,0,"Brazil",26.77083397,2758,"Tropical",1.916666667,4.25,10.9,25.61666667,24.56666667,29.85,-0.152941659,NA,"late-successional","mid","Lowland evergreen rainforest",NA,NA,"broadleaf","1987-1988",1,0.75,"biweekly",1,27,6.3,1.21,0.161118509,"Scott et al., 1992","Chave et al., 2010, Cattanio et al., 2004, Thompson et al., 1992",61,5,4.9,0.847,76,12,12,"Scott et al., 1992a, Thompson et al., 1992",1
76,NA,NA,"MARACA_RORAIMA","SEMI_EVERGREEN",-3.333333,-61.333333,0,"Brazil",26.66666603,2621,"Tropical",1.241666667,4.333333333,7.75,15.41666667,41.01666667,28.36666667,-0.609765572,NA,"late-successional","mid","Semi-evergreen rainforest",NA,NA,"broadleaf","1987-1988",1,0.25,"biweekly",1,9,5.14,0.63,0.109185442,"Thompson et al., 1992","Chave et al., 2010, Scott et al., 1992",0.18,NA,4.7,1.6,56.3,12.7,31.2,"Scott et al., 1992b",1
77,NA,NA,"SANTA_MARIA_BIODIV_CORRIDOR","PRIVATE_RESERVE_LATE_SUCCESSIONAL",-25.492453,-54.361494,0,"Brazil",20.30833244,1779,"Tropical",1.946666667,5.4,10.61666667,6.833333333,24.96666667,64.75,-2.248721103,NA,"late-successional","mid","late successional semideciduous forest",NA,NA,"broadleaf","2011-2012",1,0.12,"monthly",0.25,12,6.705,1.466,0.179415004,"Toscan et al., 2014","",NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,"SANTA_MARIA_BIODIV_CORRIDOR","BONITO_RIVER_EARLY_SUCCESSIONAL",-25.458156,-54.354225,0,"Brazil",20.55833244,1785,"Tropical",1.658333333,5.5,15.4,8.833333333,18.5,67.26666667,-2.030132375,NA,"early-successional","young","early successional semideciduous forest",NA,NA,"broadleaf","2011-2012",1,0.12,"monthly",0.25,12,5.88,0.432,0.068441065,"Toscan et al., 2014","",NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,"SANTA_MARIA_BIODIV_CORRIDOR","REFORESTED_LATE_SUCCESSIOONAL",-25.669536,-54.663208,0,"Brazil",21.39166641,1754,"Tropical",1.7,5.3,10.56666667,14.18333333,31.86666667,44.08333333,-1.134014216,NA,"early-successional","young","early successional semideciduous forest",NA,NA,"broadleaf","2011-2012",1,0.12,"monthly",0.25,12,6.502,0.613,0.086156008,"Toscan et al., 2014","",NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,"U_GHANA_AG_RESEARCH_STATION","KADE",6.15,0.916667,0,"Ghana",27.53333282,1015,"Tropical",0.841666667,6.1,13.43333333,51.78333333,14.66666667,16.16666667,1.164116838,NA,"mid-successional","mid","moist semi-deciduous, Celtis-Triplochito","undefined, last disturbed 50-60 yrs prior to publication","Celtis mildbraedii","broadleaf","1970-1973",2,2,"monthly",1,20,7.41,0.39,0.05,"John et al., 1973","Lawson et al., 1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,"BDFFP","OG",-2.05,-60,0,"Brazil",26.26666641,2493,"Tropical",1.31,4.05,6.683333333,28.4,16.61666667,36.08333333,-0.239441933,NA,"old-growth","old","terra firme evergreen forest",NA,NA,"broadleaf","1999-2002",3,11.2,"biweekly",0.25,140,6.633333333,0.596666667,0.08252651,"Vasconcelos and Luiz�o, 2004","Chave et al., 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,"BDFFP","SEC",-2.05,-60,0,"Brazil",26.26666641,2493,"Tropical",1.31,4.05,6.683333333,28.4,16.61666667,36.08333333,-0.239441933,20,"secondary","mid","terra firme evergreen forest","anthropogenic disturbance; edge created",NA,"broadleaf","1999-2002",3,11.2,"biweekly",0.25,140,7.046666667,0.63,0.082066869,"Vasconcelos and Luiz�o, 2004","Chave et al., 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,"NORTH_QUEENSLAND","UNLOGGED_1_PLOT1",-19,145,0,"Australia",23.14583397,717,"Tropical",0.566666667,7,9.566666667,48.1,8.4,24.95,0.656408355,NA,"old-growth","old","tropical upland rainforest",NA,NA,"broadleaf","1986-1989",3,NA,"biweekly",0.25,13,3.76,0.566666667,0.130970724,"Herbohn et al., 1993","Congdon and Herbohn, 1993",NA,NA,3.85,6.29,46.7,21,5.9,"Congdon et al., 1993",1
84,NA,NA,"NORTH_QUEENSLAND","UNLOGGED_2_PLOT3",-19,145,0,"Australia",23.14583397,717,"Tropical",0.566666667,7,9.566666667,48.1,8.4,24.95,0.656408355,NA,"old-growth","old","tropical upland rainforest",NA,NA,"broadleaf","1988-1989",1,0.25,"biweekly",0.25,14,3.97,0.34,0.078886311,"Herbohn et al., 1993","Congdon and Herbohn, 1993",NA,NA,4.07,5.71,47,33.4,18.3,"Congdon et al., 1993",1
85,NA,NA,"NORTH_QUEENSLAND","GAP_SITE_PLOT_2",-19,145,0,"Australia",23.14583397,717,"Tropical",0.566666667,7,9.566666667,48.1,8.4,24.95,0.656408355,NA,"secondary","mid","tropical upland rainforest","logging",NA,"broadleaf","1986-1989",3,0.013,"biweekly",0.25,13,4.153333333,0.493333333,0.106169297,"Herbohn et al., 1993","Congdon and Herbohn, 1993",NA,NA,4.1,3.16,47.5,24.8,9.6,"Congdon et al., 1993",1
86,NA,NA,"NORTH_QUEENSLAND","DISTURBED_SNIG_RD",-19,145,0,"Australia",23.14583397,717,"Tropical",0.566666667,7,9.566666667,48.1,8.4,24.95,0.656408355,NA,"secondary","mid","tropical upland rainforest","logging",NA,"broadleaf","1986-1989",3,NA,"biweekly",0.25,13,4.066666667,0.316666667,0.072243346,"Herbohn et al., 1993","Congdon and Herbohn, 1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,"URUARA","PRIMARY_FOREST",-3.724167,-53.735556,0,"Brazil",25.57500076,1695,"Tropical",1.175,4.983333333,6.75,45.7,9.883333333,29.51666667,0.437143222,NA,"old-growth","old","tropical forest",NA,NA,"broadleaf","2016-2017",1,0.04,"monthly",1,10,7.293,1.631,0.182765576,"da Silva et al., 2018","",NA,NA,6.47,NA,NA,NA,NA,"da Silva et al., 2018",1
88,NA,NA,"URUARA","SEC_FOREST_25",-3.724167,-53.735556,0,"Brazil",25.57500076,1695,"Tropical",1.175,4.983333333,6.75,45.7,9.883333333,29.51666667,0.437143222,25,"secondary","mid","tropical forest","logging, livestock, cacao, no specific land use history described for secondary forest plots",NA,"broadleaf","2016-2017",1,0.04,"monthly",1,10,5.963,1.013,0.145212156,"da Silva et al., 2018","",NA,NA,6.01,NA,NA,NA,NA,"da Silva et al., 2018",1
89,NA,NA,"URUARA","SEC_FOREST_15",-3.724167,-53.735556,0,"Brazil",25.57500076,1695,"Tropical",1.175,4.983333333,6.75,45.7,9.883333333,29.51666667,0.437143222,15,"secondary","young","tropical forest","logging, livestock, cacao, no specific land use history described for secondary forest plots",NA,"broadleaf","2016-2017",1,0.04,"monthly",1,10,6.394,0.394,0.058043606,"da Silva et al., 2018","",NA,NA,5.73,NA,NA,NA,NA,"da Silva et al., 2018",1
90,NA,NA,"URUARA","SEC_FOREST_5",-3.724167,-53.735556,0,"Brazil",25.57500076,1695,"Tropical",1.175,4.983333333,6.75,45.7,9.883333333,29.51666667,0.437143222,5,"secondary","young","tropical forest","logging, livestock, cacao, no specific land use history described for secondary forest plots",NA,"broadleaf","2016-2017",1,0.04,"monthly",1,10,5.569,0.356,0.060084388,"da Silva et al., 2018","",NA,NA,4.97,NA,NA,NA,NA,"da Silva et al., 2018",1
